"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2016-06-28T05:22:49Z"
"Version","20160501000000"
"OfferCode","AmazonVPC"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Endpoint Type","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation"
"F62Y6TKR8NC6Q2ZB","JRTCKXETXF","F62Y6TKR8NC6Q2ZB.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.070 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.0700000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Frankfurt)","AWS Region","External","Other","EUC1-DataTransfer-Out-Bytes",""
"F62Y6TKR8NC6Q2ZB","JRTCKXETXF","F62Y6TKR8NC6Q2ZB.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.050 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.0500000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Frankfurt)","AWS Region","External","Other","EUC1-DataTransfer-Out-Bytes",""
"C7XDWJNQJCHH2ZQT","JRTCKXETXF","C7XDWJNQJCHH2ZQT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-AWS-In-Bytes",""
"NBUQPTSYHSXS2EB6","JRTCKXETXF","NBUQPTSYHSXS2EB6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from US West (Northern California)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-AWS-In-Bytes",""
"NT6JFSGAPCSRR4QS","JRTCKXETXF","NT6JFSGAPCSRR4QS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","South America (Sao Paulo)","AWS Region","EU-SAE1-AWS-In-Bytes",""
"7HH2VGPCYJMCN4J5","JRTCKXETXF","7HH2VGPCYJMCN4J5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (Oregon)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USW2-APN1-AWS-In-Bytes",""
"T7UWK7RKC828H47F","JRTCKXETXF","T7UWK7RKC828H47F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Seoul)","AWS Region","APS3-APN2-AWS-In-Bytes",""
"768JWECWJ3XDXP9M","JRTCKXETXF","768JWECWJ3XDXP9M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (Oregon)","AWS Region","South America (Sao Paulo)","AWS Region","USW2-SAE1-AWS-In-Bytes",""
"GAU2UCVVCJ3SKTV3","JRTCKXETXF","GAU2UCVVCJ3SKTV3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.1400000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APS2-APS3-AWS-Out-Bytes",""
"3S54V6AQ5VZBY46Y","JRTCKXETXF","3S54V6AQ5VZBY46Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS3-APN1-AWS-In-Bytes",""
"PM7SF7GUUSEM94ZC","JRTCKXETXF","PM7SF7GUUSEM94ZC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.1400000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","US East (N. Virginia)","AWS Region","APS2-USE1-AWS-Out-Bytes",""
"NCJ2GXQR4WR2429E","JRTCKXETXF","NCJ2GXQR4WR2429E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from EU (Ireland)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","EU (Ireland)","AWS Region","USW1-EU-AWS-In-Bytes",""
"RKVEBKR3WT3XFXXW","JRTCKXETXF","RKVEBKR3WT3XFXXW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB","2016-05-01","0","Inf","GB","0.0100000000","USD","Data Transfer","AWSDataTransfer",,,,"IntraRegion","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APS3-DataTransfer-Regional-Bytes",""
"R4GAKQYVKQ5RHH76","JRTCKXETXF","R4GAKQYVKQ5RHH76.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.1400000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","AWS GovCloud (US)","AWS Region","APS2-UGW1-AWS-Out-Bytes",""
"52W5FK4S99HCADGK","JRTCKXETXF","52W5FK4S99HCADGK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.086 per GB - Asia Pacific (Mumbai) data transfer to US West (Oregon)","2016-05-01","0","Inf","GB","0.0860000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","US West (Oregon)","AWS Region","APS3-USW2-AWS-Out-Bytes",""
"HFXZVSS4PED66CA3","JRTCKXETXF","HFXZVSS4PED66CA3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to EU (Germany)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","EU (Frankfurt)","AWS Region","USW2-EUC1-AWS-Out-Bytes",""
"DZHU5BKVVZXEHEYR","JRTCKXETXF","DZHU5BKVVZXEHEYR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE1-APS1-AWS-In-Bytes",""
"2T92AZQGNFAQHEXW","JRTCKXETXF","2T92AZQGNFAQHEXW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE1-APS1-AWS-Out-Bytes",""
"8ZF7AYEGYB52SDP5","JRTCKXETXF","8ZF7AYEGYB52SDP5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Singapore)","AWS Region","UGW1-APS1-AWS-Out-Bytes",""
"7GKTRVZJWVEDRJXW","JRTCKXETXF","7GKTRVZJWVEDRJXW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS1-APN1-AWS-In-Bytes",""
"GSQJMJPK4SFYF63H","JRTCKXETXF","GSQJMJPK4SFYF63H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Sydney)","AWS Region","USE1-APS2-AWS-In-Bytes",""
"FHXDHPAK98Y56P96","JRTCKXETXF","FHXDHPAK98Y56P96.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS3-APS1-AWS-In-Bytes",""
"ARHHEUH3WM2QNZJF","JRTCKXETXF","ARHHEUH3WM2QNZJF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to US West (Northern California)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","US West (N. California)","AWS Region","USW2-USW1-AWS-Out-Bytes",""
"6BAFVNB3S9ZSV78N","JRTCKXETXF","6BAFVNB3S9ZSV78N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of Asia Pacific (Singapore) to CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","Amazon CloudFront","AWS Edge Location","APS1-CloudFront-Out-Bytes",""
"EAUDKWWNQJZTV253","JRTCKXETXF","EAUDKWWNQJZTV253.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","US East (N. Virginia)","AWS Region","USW2-USE1-AWS-Out-Bytes",""
"M99BPCPK6BVN642V","JRTCKXETXF","M99BPCPK6BVN642V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Inbound","External","Other","Asia Pacific (Seoul)","AWS Region","APN2-DataTransfer-In-Bytes",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.090 per GB - up to 10 TB / month data transfer out","2016-05-01","1","10240","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.0850000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.070 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.0700000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.050 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.0500000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes",""
"A5X98G7VBHSKYB2G","JRTCKXETXF","A5X98G7VBHSKYB2G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from US West (Northern California)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","US West (N. California)","AWS Region","EUC1-USW1-AWS-In-Bytes",""
"BPS5PKRX6H7N96XG","JRTCKXETXF","BPS5PKRX6H7N96XG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB","2016-05-01","0","Inf","GB","0.0100000000","USD","Data Transfer","AWSDataTransfer",,,,"IntraRegion","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Seoul)","AWS Region","APN2-DataTransfer-Regional-Bytes",""
"ANGTEYAXMX2AGDR4","JRTCKXETXF","ANGTEYAXMX2AGDR4.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.155 per GB - up to 10 TB / month data transfer out","2016-05-01","0","10240","GB","0.1550000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","AWS GovCloud (US)","AWS Region","External","Other","UGW1-DataTransfer-Out-Bytes",""
"ANGTEYAXMX2AGDR4","JRTCKXETXF","ANGTEYAXMX2AGDR4.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.115 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.1150000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","AWS GovCloud (US)","AWS Region","External","Other","UGW1-DataTransfer-Out-Bytes",""
"ANGTEYAXMX2AGDR4","JRTCKXETXF","ANGTEYAXMX2AGDR4.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.090 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","AWS GovCloud (US)","AWS Region","External","Other","UGW1-DataTransfer-Out-Bytes",""
"ANGTEYAXMX2AGDR4","JRTCKXETXF","ANGTEYAXMX2AGDR4.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.065 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.0650000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","AWS GovCloud (US)","AWS Region","External","Other","UGW1-DataTransfer-Out-Bytes",""
"W3PUKFKG7RDK3KA5","JRTCKXETXF","W3PUKFKG7RDK3KA5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Asia Pacific (Singapore)","AWS Region","EUC1-APS1-AWS-In-Bytes",""
"9AS8NERTGECRPGT7","JRTCKXETXF","9AS8NERTGECRPGT7.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Seoul)","AWS Region","External","Other","APN2-DataTransfer-Out-Bytes",""
"9AS8NERTGECRPGT7","JRTCKXETXF","9AS8NERTGECRPGT7.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.126 per GB - first 10 TB / month data transfer out beyond the global free tier","2016-05-01","1","10240","GB","0.1260000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Seoul)","AWS Region","External","Other","APN2-DataTransfer-Out-Bytes",""
"9AS8NERTGECRPGT7","JRTCKXETXF","9AS8NERTGECRPGT7.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.122 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.1220000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Seoul)","AWS Region","External","Other","APN2-DataTransfer-Out-Bytes",""
"9AS8NERTGECRPGT7","JRTCKXETXF","9AS8NERTGECRPGT7.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.117 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.1170000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Seoul)","AWS Region","External","Other","APN2-DataTransfer-Out-Bytes",""
"9AS8NERTGECRPGT7","JRTCKXETXF","9AS8NERTGECRPGT7.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.108 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.1080000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Seoul)","AWS Region","External","Other","APN2-DataTransfer-Out-Bytes",""
"554MMCETYFH7G83C","JRTCKXETXF","554MMCETYFH7G83C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to EU (Germany)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (N. California)","AWS Region","EU (Frankfurt)","AWS Region","USW1-EUC1-AWS-Out-Bytes",""
"PAHWJBGM4MT6UP2S","JRTCKXETXF","PAHWJBGM4MT6UP2S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Frankfurt)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EUC1-APS3-AWS-Out-Bytes",""
"5YYZA5WCKE4D22Y8","JRTCKXETXF","5YYZA5WCKE4D22Y8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to US West (Northern California) from CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","Amazon CloudFront","AWS Edge Location","USW1-CloudFront-In-Bytes",""
"V97WX8KBR4YWXNJZ","JRTCKXETXF","V97WX8KBR4YWXNJZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - data transfer in per month","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Inbound","External","Other","Asia Pacific (Sydney)","AWS Region","APS2-DataTransfer-In-Bytes",""
"VAVDP8V42QRMN78B","JRTCKXETXF","VAVDP8V42QRMN78B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USW1-APN1-AWS-In-Bytes",""
"ZCJNXF2AJ56TTBVX","JRTCKXETXF","ZCJNXF2AJ56TTBVX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","US East (N. Virginia)","AWS Region","UGW1-USE1-AWS-Out-Bytes",""
"X6XVDCJBCR37F6YU","JRTCKXETXF","X6XVDCJBCR37F6YU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","AWS GovCloud (US)","AWS Region","USW1-UGW1-AWS-In-Bytes",""
"H626VPFSJA3HJEPT","JRTCKXETXF","H626VPFSJA3HJEPT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EU-APS3-AWS-Out-Bytes",""
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes",""
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.140 per GB - up to 10 TB / month data transfer out","2016-05-01","1","10240","GB","0.1400000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes",""
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.135 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.1350000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes",""
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.130 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.1300000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes",""
"KRXM4TG87VW2NPHA","JRTCKXETXF","KRXM4TG87VW2NPHA.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.120 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.1200000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Sydney)","AWS Region","External","Other","APS2-DataTransfer-Out-Bytes",""
"AWP3HAUV2M3QVUS6","JRTCKXETXF","AWP3HAUV2M3QVUS6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of South America (Sao Paulo) to CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Amazon CloudFront","AWS Edge Location","SAE1-CloudFront-Out-Bytes",""
"TRBAJQD8CX67YPAG","JRTCKXETXF","TRBAJQD8CX67YPAG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to US West (Oregon)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (N. California)","AWS Region","US West (Oregon)","AWS Region","USW1-USW2-AWS-Out-Bytes",""
"XJQHREQ4GHZQKQU7","JRTCKXETXF","XJQHREQ4GHZQKQU7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","US East (N. Virginia)","AWS Region","APN2-USE1-AWS-In-Bytes",""
"EDJPFY8K3AW2AD23","JRTCKXETXF","EDJPFY8K3AW2AD23.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Tokyo)","AWS Region","USE1-APN1-AWS-Out-Bytes",""
"ERNW52972PRF5U7V","JRTCKXETXF","ERNW52972PRF5U7V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Seoul)","AWS Region","USW1-APN2-AWS-In-Bytes",""
"BCN4EP8AE3VTXU4B","JRTCKXETXF","BCN4EP8AE3VTXU4B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","Asia Pacific (Sydney)","AWS Region","USW2-APS2-AWS-Out-Bytes",""
"7RP2G4FFKH9RDTQ5","JRTCKXETXF","7RP2G4FFKH9RDTQ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Seoul)","AWS Region","EU-APN2-AWS-Out-Bytes",""
"34VZU5SSVRBB9VYG","JRTCKXETXF","34VZU5SSVRBB9VYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Tokyo)","AWS Region","APS2-APN1-AWS-In-Bytes",""
"CAHND3U5WKSX5EPP","JRTCKXETXF","CAHND3U5WKSX5EPP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from EU (Ireland)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (Oregon)","AWS Region","EU (Ireland)","AWS Region","USW2-EU-AWS-In-Bytes",""
