"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2016-06-28T05:22:49Z"
"Version","20160501000000"
"OfferCode","AmazonVPC"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Endpoint Type","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation"
"MX9RSVV5TYFPZR5Q","JRTCKXETXF","MX9RSVV5TYFPZR5Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","AWS GovCloud (US)","AWS Region","APN1-UGW1-AWS-In-Bytes",""
"SDHP4R7WGBVJPQPY","JRTCKXETXF","SDHP4R7WGBVJPQPY.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Singapore)","AWS Region","External","Other","APS1-DataTransfer-Out-Bytes",""
"SDHP4R7WGBVJPQPY","JRTCKXETXF","SDHP4R7WGBVJPQPY.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.120 per GB - up to 10 TB / month data transfer out","2016-05-01","1","10240","GB","0.1200000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Singapore)","AWS Region","External","Other","APS1-DataTransfer-Out-Bytes",""
"SDHP4R7WGBVJPQPY","JRTCKXETXF","SDHP4R7WGBVJPQPY.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.0850000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Singapore)","AWS Region","External","Other","APS1-DataTransfer-Out-Bytes",""
"SDHP4R7WGBVJPQPY","JRTCKXETXF","SDHP4R7WGBVJPQPY.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.082 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.0820000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Singapore)","AWS Region","External","Other","APS1-DataTransfer-Out-Bytes",""
"SDHP4R7WGBVJPQPY","JRTCKXETXF","SDHP4R7WGBVJPQPY.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.080 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.0800000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Singapore)","AWS Region","External","Other","APS1-DataTransfer-Out-Bytes",""
"U6PXXARGV2NSVGXN","JRTCKXETXF","U6PXXARGV2NSVGXN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Seoul)","AWS Region","UGW1-APN2-AWS-Out-Bytes",""
"8X3QU4DYXVJAXZK3","JRTCKXETXF","8X3QU4DYXVJAXZK3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","US West (N. California)","AWS Region","USE1-USW1-AWS-Out-Bytes",""
"PQJGBSU7YWWTQH72","JRTCKXETXF","PQJGBSU7YWWTQH72.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW2-APS1-AWS-Out-Bytes",""
"F32WG242PR9CGSZ5","JRTCKXETXF","F32WG242PR9CGSZ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USW1-APS3-AWS-In-Bytes",""
"ZHNEWRM5JMUK596C","JRTCKXETXF","ZHNEWRM5JMUK596C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to US West (Oregon) from CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (Oregon)","AWS Region","Amazon CloudFront","AWS Edge Location","USW2-CloudFront-In-Bytes",""
"XFG7SVB5N236REBK","JRTCKXETXF","XFG7SVB5N236REBK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.080 per GB - Asia Pacific (Seoul) data transfer to South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0800000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Seoul)","AWS Region","South America (Sao Paulo)","AWS Region","APN2-SAE1-AWS-Out-Bytes",""
"F49U9BGATCD8QSNE","JRTCKXETXF","F49U9BGATCD8QSNE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Singapore)","AWS Region","APN1-APS1-AWS-Out-Bytes",""
"A798F4VSFTBGSQ7U","JRTCKXETXF","A798F4VSFTBGSQ7U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","AWS GovCloud (US)","AWS Region","EUC1-UGW1-AWS-In-Bytes",""
"BYHFUD8GER3SC98Z","JRTCKXETXF","BYHFUD8GER3SC98Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Sydney)","AWS Region","Asia Pacific (Singapore)","AWS Region","APS2-APS1-AWS-In-Bytes",""
"92FXRAS6HEFBPM9Y","JRTCKXETXF","92FXRAS6HEFBPM9Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.1400000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","South America (Sao Paulo)","AWS Region","APS2-SAE1-AWS-Out-Bytes",""
"XP8FB3XPCR9YA3KF","JRTCKXETXF","XP8FB3XPCR9YA3KF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - South America (Sao Paulo) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","South America (Sao Paulo)","AWS Region","US West (Oregon)","AWS Region","SAE1-USW2-AWS-In-Bytes",""
"8PZEMSSARPF29D58","JRTCKXETXF","8PZEMSSARPF29D58.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Mumbai)","AWS Region","UGW1-APS3-AWS-Out-Bytes",""
"HZ8BD4S82AMV8FX6","JRTCKXETXF","HZ8BD4S82AMV8FX6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","US West (Oregon)","AWS Region","EU-USW2-AWS-In-Bytes",""
"5KXNESJCQ3W2ZH2F","JRTCKXETXF","5KXNESJCQ3W2ZH2F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Seoul)","AWS Region","APS1-APN2-AWS-Out-Bytes",""
"J3WDZBTPVM379QT2","JRTCKXETXF","J3WDZBTPVM379QT2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from EU (Germany)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","EU (Frankfurt)","AWS Region","USW1-EUC1-AWS-In-Bytes",""
"ABK2X62TAPM5BT68","JRTCKXETXF","ABK2X62TAPM5BT68.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Sydney)","AWS Region","APN1-APS2-AWS-Out-Bytes",""
"HRDUH37FPEQWGKZQ","JRTCKXETXF","HRDUH37FPEQWGKZQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","AWS GovCloud (US)","AWS Region","APS1-UGW1-AWS-In-Bytes",""
"GY9F94SMZ3KAGB8T","JRTCKXETXF","GY9F94SMZ3KAGB8T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to EU (Germany)","2016-05-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","EU (Frankfurt)","AWS Region","SAE1-EUC1-AWS-Out-Bytes",""
"E4QGTN6SQ5FG2UJN","JRTCKXETXF","E4QGTN6SQ5FG2UJN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Germany)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","EU (Frankfurt)","AWS Region","APN1-EUC1-AWS-Out-Bytes",""
"JQ3P3PM285FJKSVA","JRTCKXETXF","JQ3P3PM285FJKSVA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN1-APS3-AWS-In-Bytes",""
"WFJRB9TTNEXMA2UB","JRTCKXETXF","WFJRB9TTNEXMA2UB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Sydney)","AWS Region","EU-APS2-AWS-Out-Bytes",""
"XNKCM8BJ7Q7G8G4N","JRTCKXETXF","XNKCM8BJ7Q7G8G4N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EU-APN1-AWS-Out-Bytes",""
"4BAF8VGM5BP9M7JM","JRTCKXETXF","4BAF8VGM5BP9M7JM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","Asia Pacific (Sydney)","AWS Region","APS1-APS2-AWS-Out-Bytes",""
"R4PWP66P83S6KEPZ","JRTCKXETXF","R4PWP66P83S6KEPZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer out of AWS GovCloud (US) to CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Amazon CloudFront","AWS Edge Location","UGW1-CloudFront-Out-Bytes",""
"YHGJQMH9CN6TUX3Z","JRTCKXETXF","YHGJQMH9CN6TUX3Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05 per VPN Connection-Hour","2016-05-01","0","Inf","Hrs","0.0500000000","USD","Cloud Connectivity","AmazonVPC","Asia Pacific (Singapore)","AWS Region","IPsec",,,,,,"APS1-VPN-Usage-Hours:ipsec.1","CreateVpnConnection"
"TEVR9W8C49Q9GTTB","JRTCKXETXF","TEVR9W8C49Q9GTTB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from Asia Pacific (Seoul)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Asia Pacific (Seoul)","AWS Region","EUC1-APN2-AWS-In-Bytes",""
"R2EBCVM65GEQ7P5Z","JRTCKXETXF","R2EBCVM65GEQ7P5Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Oregon) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (Oregon)","AWS Region","AWS GovCloud (US)","AWS Region","USW2-UGW1-AWS-In-Bytes",""
"KNACQV9CAH9G7DD2","JRTCKXETXF","KNACQV9CAH9G7DD2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to EU (Ireland)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","EU (Ireland)","AWS Region","UGW1-EU-AWS-Out-Bytes",""
"XENHCSS8DR2S25NU","JRTCKXETXF","XENHCSS8DR2S25NU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Ireland) data transfer from Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Ireland)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EU-APN1-AWS-In-Bytes",""
"N7JF33XCBEZEKJFQ","JRTCKXETXF","N7JF33XCBEZEKJFQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Ireland)","AWS Region","US East (N. Virginia)","AWS Region","EU-USE1-AWS-Out-Bytes",""
"8UW4N2NE9BX8WJH7","JRTCKXETXF","8UW4N2NE9BX8WJH7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (Oregon)","AWS Region","Asia Pacific (Mumbai)","AWS Region","USW2-APS3-AWS-Out-Bytes",""
"2CUZQK6WQCMPWQZH","JRTCKXETXF","2CUZQK6WQCMPWQZH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16 per GB - South America (Sao Paulo) data transfer to Asia Pacific (Tokyo)","2016-05-01","0","Inf","GB","0.1600000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","South America (Sao Paulo)","AWS Region","Asia Pacific (Tokyo)","AWS Region","SAE1-APN1-AWS-Out-Bytes",""
"HPJVQND9UC2KB6EP","JRTCKXETXF","HPJVQND9UC2KB6EP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to US West (Northern California)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","EU (Ireland)","AWS Region","US West (N. California)","AWS Region","EU-USW1-AWS-Out-Bytes",""
"RP3ZUBNA3QZ7JHU5","JRTCKXETXF","RP3ZUBNA3QZ7JHU5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to US East (Northern Virginia) from CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","Amazon CloudFront","AWS Edge Location","USE1-CloudFront-In-Bytes",""
"RM75QGHBXN695TTU","JRTCKXETXF","RM75QGHBXN695TTU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB data transfer in to EU (Germany) from CloudFront","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Amazon CloudFront","AWS Edge Location","EUC1-CloudFront-In-Bytes",""
"8RAPQYUQHCUAPYTZ","JRTCKXETXF","8RAPQYUQHCUAPYTZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to EU (Ireland)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","EU (Ireland)","AWS Region","APS1-EU-AWS-Out-Bytes",""
"XAJSBBR3F4CX756Z","JRTCKXETXF","XAJSBBR3F4CX756Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","US East (N. Virginia)","AWS Region","EUC1-USE1-AWS-In-Bytes",""
"9YU2GGXBHV3RVBWY","JRTCKXETXF","9YU2GGXBHV3RVBWY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.086 per GB - Asia Pacific (Mumbai) data transfer to EU (Ireland)","2016-05-01","0","Inf","GB","0.0860000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Mumbai)","AWS Region","EU (Ireland)","AWS Region","APS3-EU-AWS-Out-Bytes",""
"2BG23N2FNX3BKVFW","JRTCKXETXF","2BG23N2FNX3BKVFW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to EU (Germany)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-AWS-Out-Bytes",""
"4EHM9RD77TX36TQ2","JRTCKXETXF","4EHM9RD77TX36TQ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.080 per GB - Asia Pacific (Seoul) data transfer to Asia Pacific (Mumbai)","2016-05-01","0","Inf","GB","0.0800000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Seoul)","AWS Region","Asia Pacific (Mumbai)","AWS Region","APN2-APS3-AWS-Out-Bytes",""
"SCM48G5B7MFU9DV3","JRTCKXETXF","SCM48G5B7MFU9DV3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from AWS GovCloud (US)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","AWS GovCloud (US)","AWS Region","USE1-UGW1-AWS-In-Bytes",""
"VR9U862KBYM6NBUE","JRTCKXETXF","VR9U862KBYM6NBUE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","South America (Sao Paulo)","AWS Region","APN1-SAE1-AWS-Out-Bytes",""
"YT6DK9PF846RMYH5","JRTCKXETXF","YT6DK9PF846RMYH5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Mumbai) data transfer from US West (Northern California)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Mumbai)","AWS Region","US West (N. California)","AWS Region","APS3-USW1-AWS-In-Bytes",""
"7V8Q5N9EUVWWC3D5","JRTCKXETXF","7V8Q5N9EUVWWC3D5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","AWS GovCloud (US)","AWS Region","Asia Pacific (Sydney)","AWS Region","UGW1-APS2-AWS-Out-Bytes",""
"F97KXGS2YVB8MVF2","JRTCKXETXF","F97KXGS2YVB8MVF2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from Asia Pacific (Sydney)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","EU (Frankfurt)","AWS Region","Asia Pacific (Sydney)","AWS Region","EUC1-APS2-AWS-In-Bytes",""
"RMSQZM6MVH9WE8SB","JRTCKXETXF","RMSQZM6MVH9WE8SB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from US West (Oregon)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","AWS GovCloud (US)","AWS Region","US West (Oregon)","AWS Region","UGW1-USW2-AWS-In-Bytes",""
"EN8XU8KPEV9VHZ4A","JRTCKXETXF","EN8XU8KPEV9VHZ4A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Singapore)","2016-05-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Outbound","US West (N. California)","AWS Region","Asia Pacific (Singapore)","AWS Region","USW1-APS1-AWS-Out-Bytes",""
"8JZGS3GNVPBBW75V","JRTCKXETXF","8JZGS3GNVPBBW75V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05 per VPN Connection-Hour","2016-05-01","0","Inf","Hrs","0.0500000000","USD","Cloud Connectivity","AmazonVPC","South America (Sao Paulo)","AWS Region","IPsec",,,,,,"SAE1-VPN-Usage-Hours:ipsec.1","CreateVpnConnection"
"9UQXJAYAXAGMMVDV","JRTCKXETXF","9UQXJAYAXAGMMVDV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from South America (Sao Paulo)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","South America (Sao Paulo)","AWS Region","APN2-SAE1-AWS-In-Bytes",""
"UKQ34C8EAAJUUK8Q","JRTCKXETXF","UKQ34C8EAAJUUK8Q.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.1093 per GB - first 10 TB / month data transfer out beyond the global free tier","2016-05-01","0","10240","GB","0.1093000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Mumbai)","AWS Region","External","Other","APS3-DataTransfer-Out-Bytes",""
"UKQ34C8EAAJUUK8Q","JRTCKXETXF","UKQ34C8EAAJUUK8Q.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.0850000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Mumbai)","AWS Region","External","Other","APS3-DataTransfer-Out-Bytes",""
"UKQ34C8EAAJUUK8Q","JRTCKXETXF","UKQ34C8EAAJUUK8Q.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.082 per GB - next 100 TB / month data transfer out","2016-05-01","51200","153600","GB","0.0820000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Mumbai)","AWS Region","External","Other","APS3-DataTransfer-Out-Bytes",""
"UKQ34C8EAAJUUK8Q","JRTCKXETXF","UKQ34C8EAAJUUK8Q.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.080 per GB - greater than 150 TB / month data transfer out","2016-05-01","153600","Inf","GB","0.0800000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","Asia Pacific (Mumbai)","AWS Region","External","Other","APS3-DataTransfer-Out-Bytes",""
"C3J6CAXEXRG66B2Y","JRTCKXETXF","C3J6CAXEXRG66B2Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from US East (Northern Virginia)","2016-05-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"InterRegion Inbound","US West (N. California)","AWS Region","US East (N. Virginia)","AWS Region","USW1-USE1-AWS-In-Bytes",""
"F62Y6TKR8NC6Q2ZB","JRTCKXETXF","F62Y6TKR8NC6Q2ZB.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2016-05-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Frankfurt)","AWS Region","External","Other","EUC1-DataTransfer-Out-Bytes",""
"F62Y6TKR8NC6Q2ZB","JRTCKXETXF","F62Y6TKR8NC6Q2ZB.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.090 per GB - up to 10 TB / month data transfer out","2016-05-01","1","10240","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Frankfurt)","AWS Region","External","Other","EUC1-DataTransfer-Out-Bytes",""
"F62Y6TKR8NC6Q2ZB","JRTCKXETXF","F62Y6TKR8NC6Q2ZB.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2016-05-01","10240","51200","GB","0.0850000000","USD","Data Transfer","AWSDataTransfer",,,,"AWS Outbound","EU (Frankfurt)","AWS Region","External","Other","EUC1-DataTransfer-Out-Bytes",""
