"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2017-04-24T23:01:14Z"
"Version","20170424230114"
"OfferCode","AmazonS3"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Availability","Storage Class","Volume Type","Fee Code","Fee Description","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Durability"
"7RP2G4FFKH9RDTQ5","JRTCKXETXF","7RP2G4FFKH9RDTQ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Seoul)","2017-04-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","EU (Ireland)","AWS Region","Asia Pacific (Seoul)","AWS Region","EU-APN2-AWS-Out-Bytes","",""
"X55H4KXD9RQRBAKQ","JRTCKXETXF","X55H4KXD9RQRBAKQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (London) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (London)","AWS Region","EU (Ireland)","AWS Region","EUW2-EU-AWS-Out-ABytes","",""
"YGDAFAPHE8K2KGHR","JRTCKXETXF","YGDAFAPHE8K2KGHR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Sydney)","AWS Region","EU (Ireland)","AWS Region","APS2-EU-AWS-Out-ABytes-T1","",""
"VC4RDAXFJGKUPT8V","JRTCKXETXF","VC4RDAXFJGKUPT8V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to EU (Germany)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","US East (N. Virginia)","AWS Region","EU-USE1-AWS-Out-ABytes-T2","",""
"EQRQQNKDB6Y76YCH","JRTCKXETXF","EQRQQNKDB6Y76YCH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Sydney)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","Asia Pacific (Sydney)","AWS Region","EU-APS2-AWS-In-ABytes-T2","",""
"FSEGE3PTETVR9ZSF","JRTCKXETXF","FSEGE3PTETVR9ZSF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Canada (Central)","AWS Region","EU (Ireland)","AWS Region","CAN1-EU-AWS-In-ABytes-T1","",""
"JYNB73DBWCEJ4U24","JRTCKXETXF","JYNB73DBWCEJ4U24.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","US West (Oregon)","AWS Region","EU (Ireland)","AWS Region","USW2-EU-AWS-Out-Bytes","",""
"HYBFTW3NUT6CXRD5","JRTCKXETXF","HYBFTW3NUT6CXRD5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EU-APN1-AWS-Out-ABytes","",""
"QSXCBTDCEHESZ28J","JRTCKXETXF","QSXCBTDCEHESZ28J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Sydney)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Sydney)","AWS Region","EU-APS2-AWS-Out-ABytes","",""
"WHM89TTU6V9Q8X9C","JRTCKXETXF","WHM89TTU6V9Q8X9C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","South America (Sao Paulo)","AWS Region","EU (Ireland)","AWS Region","SAE1-EU-AWS-Out-ABytes-T1","",""
"DSWFP8VEEQ74GKV6","JRTCKXETXF","DSWFP8VEEQ74GKV6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per GB-Month prorated for small objects deleted or overwritten before 30 days in Standard-Infrequent Access","2017-04-01","0","Inf","GB-Mo","0.0125000000","USD","Fee","AmazonS3","EU (Ireland)","AWS Region","","","","S3:EarlyDelete-SIA-SmallObjects","Pro-rated fee for small objects deleted before 30 days in Standard-Infrequent Access volume","","","","","","","","EU-EarlyDelete-SIA-SmObjects","",""
"N6N8USUF3KQYJZMS","JRTCKXETXF","N6N8USUF3KQYJZMS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Canada (Central)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","Canada (Central)","AWS Region","EU-CAN1-AWS-Out-ABytes-T2","",""
"UKYWN2DWBSJ9G2MJ","JRTCKXETXF","UKYWN2DWBSJ9G2MJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to EU (London)","2017-04-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","EU (Ireland)","AWS Region","EU (London)","AWS Region","EU-EUW2-AWS-Out-Bytes","",""
"F6K4N63DFT97TGMK","JRTCKXETXF","F6K4N63DFT97TGMK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound from close by location","US West (Oregon)","AWS Region","EU (Ireland)","AWS Region","USW2-EU-AWS-In-ABytes","",""
"8DC4AKURKNDAADEZ","JRTCKXETXF","8DC4AKURKNDAADEZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to US East (Ohio)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","US East (Ohio)","AWS Region","EU-USE2-AWS-Out-ABytes","",""
"GPR2J2T4GVU2YYB5","JRTCKXETXF","GPR2J2T4GVU2YYB5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","Asia Pacific (Mumbai)","AWS Region","EU (Ireland)","AWS Region","APS3-EU-AWS-In-ABytes-T1","",""
"ADWATZB5J6WRFQDU","JRTCKXETXF","ADWATZB5J6WRFQDU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - Canada (Central) data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","Canada (Central)","AWS Region","EU (Ireland)","AWS Region","CAN1-EU-AWS-Out-Bytes","",""
"J3HA4TCKDD93HJCX","JRTCKXETXF","J3HA4TCKDD93HJCX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Asia Pacific (Sydney)","AWS Region","EU (Ireland)","AWS Region","APS2-EU-AWS-Out-ABytes-T2","",""
"XSHW4285RXTKX64H","JRTCKXETXF","XSHW4285RXTKX64H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Amazon S3 accelerated data transfer out","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated AWS Outbound from close by location","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-ABytes","",""
"M3RY8ZCSRYG36WZU","JRTCKXETXF","M3RY8ZCSRYG36WZU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Tokyo)","AWS Region","EU-APN1-AWS-In-ABytes","",""
"XK8PK8JCSM8N9F2U","JRTCKXETXF","XK8PK8JCSM8N9F2U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Seoul) data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Inbound","Asia Pacific (Seoul)","AWS Region","EU (Ireland)","AWS Region","APN2-EU-AWS-In-Bytes","",""
"7NMFB5AE45F27HR3","JRTCKXETXF","7NMFB5AE45F27HR3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","Asia Pacific (Singapore)","AWS Region","EU (Ireland)","AWS Region","APS1-EU-AWS-In-ABytes-T2","",""
"UXR7XYWSGYKZ2Q2Y","JRTCKXETXF","UXR7XYWSGYKZ2Q2Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Seoul)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","EU (Ireland)","AWS Region","Asia Pacific (Seoul)","AWS Region","EU-APN2-AWS-In-ABytes-T1","",""
"KSZB3V2AY39UJA5B","JRTCKXETXF","KSZB3V2AY39UJA5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from EU (Germany)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound from close by location","EU (Ireland)","AWS Region","EU (Frankfurt)","AWS Region","EU-EUC1-AWS-In-ABytes","",""
"FX9STDHW5QHC6P32","JRTCKXETXF","FX9STDHW5QHC6P32.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Canada (Central)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound from close by location","EU (Ireland)","AWS Region","Canada (Central)","AWS Region","EU-CAN1-AWS-In-ABytes","",""
"5FQ5FFHM7X8VU5PS","JRTCKXETXF","5FQ5FFHM7X8VU5PS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","US East (Ohio)","AWS Region","EU (Ireland)","AWS Region","USE2-EU-AWS-In-ABytes-T1","",""
"EAC4MSG58Z9HCWXC","JRTCKXETXF","EAC4MSG58Z9HCWXC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","Asia Pacific (Seoul)","AWS Region","EU (Ireland)","AWS Region","APN2-EU-AWS-Out-ABytes-T1","",""
"3QQQBTCRXCMP9GRE","JRTCKXETXF","3QQQBTCRXCMP9GRE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound from close by location","US West (N. California)","AWS Region","EU (Ireland)","AWS Region","USW1-EU-AWS-In-ABytes","",""
"HZFTJU5ZJ64HW27B","JRTCKXETXF","HZFTJU5ZJ64HW27B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Canada (Central)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","EU (Ireland)","AWS Region","Canada (Central)","AWS Region","EU-CAN1-AWS-Out-ABytes-T1","",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.8EEUB22XNJ","OnDemand","$0.000 per GB - first 1 GB of data transferred out per month","2017-04-01","0","1","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes","",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.WVV8R9FH29","OnDemand","$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier","2017-04-01","1","10240","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes","",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.VF6T3GAUKQ","OnDemand","$0.085 per GB - next 40 TB / month data transfer out","2017-04-01","10240","51200","GB","0.0850000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes","",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.N9EW5UVVPA","OnDemand","$0.070 per GB - next 100 TB / month data transfer out","2017-04-01","51200","153600","GB","0.0700000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes","",""
"FSEU4E6BRE95JTX8","JRTCKXETXF","FSEU4E6BRE95JTX8.JRTCKXETXF.GPHXDESFBB","OnDemand","$0.050 per GB - greater than 150 TB / month data transfer out","2017-04-01","153600","Inf","GB","0.0500000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","AWS Outbound","EU (Ireland)","AWS Region","External","Other","EU-DataTransfer-Out-Bytes","",""
"3ESGZNK9M2A8N2XZ","JRTCKXETXF","3ESGZNK9M2A8N2XZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to EU (Germany)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","EU (Frankfurt)","AWS Region","EU-EUC1-AWS-Out-ABytes","",""
"HH5NE9RBSTUH3R6H","JRTCKXETXF","HH5NE9RBSTUH3R6H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations within US, Europe or Japan","South America (Sao Paulo)","AWS Region","EU (Ireland)","AWS Region","SAE1-EU-AWS-In-ABytes-T1","",""
"5RHUPUTYJNEWCWCC","JRTCKXETXF","5RHUPUTYJNEWCWCC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - AWS GovCloud (US) data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Inbound","AWS GovCloud (US)","AWS Region","EU (Ireland)","AWS Region","UGW1-EU-AWS-In-Bytes","",""
"ZAGVJZ2M6H5K77JM","JRTCKXETXF","ZAGVJZ2M6H5K77JM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to EU (Germany)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","EU (Frankfurt)","AWS Region","EU-EUC1-AWS-Out-ABytes-T2","",""
"YZBQPHS7A78SF3TA","JRTCKXETXF","YZBQPHS7A78SF3TA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Seoul)","AWS Region","EU-APN2-AWS-Out-ABytes","",""
"4AJHPB29ZPVFADXP","JRTCKXETXF","4AJHPB29ZPVFADXP.JRTCKXETXF.PGHJ3S3EYE","OnDemand","$0.023 per GB - first 50 TB / month of storage used","2017-04-01","0","51200","GB-Mo","0.0230000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","General Purpose","Standard","","","","","","","","","","EU-TimedStorage-ByteHrs","","99.999999999%"
"4AJHPB29ZPVFADXP","JRTCKXETXF","4AJHPB29ZPVFADXP.JRTCKXETXF.D42MF2PVJS","OnDemand","$0.022 per GB - next 450 TB / month of storage used","2017-04-01","51200","512000","GB-Mo","0.0220000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","General Purpose","Standard","","","","","","","","","","EU-TimedStorage-ByteHrs","","99.999999999%"
"4AJHPB29ZPVFADXP","JRTCKXETXF","4AJHPB29ZPVFADXP.JRTCKXETXF.PXJDJ3YRG3","OnDemand","$0.021 per GB - storage used / month over 500 TB","2017-04-01","512000","Inf","GB-Mo","0.0210000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","99.99%","General Purpose","Standard","","","","","","","","","","EU-TimedStorage-ByteHrs","","99.999999999%"
"SX7QQVPF4M2A4YZ2","JRTCKXETXF","SX7QQVPF4M2A4YZ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.004 per GB / month of storage used - Amazon Glacier","2017-04-01","0","Inf","GB-Mo","0.0040000000","USD","Storage","AmazonS3","EU (Ireland)","AWS Region","N/A","Archive","Amazon Glacier","","","","","","","","","","EU-TimedStorage-GlacierByteHrs","","99.999999999%"
"C6SA6BXUYCDNK39C","JRTCKXETXF","C6SA6BXUYCDNK39C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access","2017-04-01","0","Inf","GB","0.0100000000","USD","API Request","AmazonS3","EU (Ireland)","AWS Region","","","","","","S3-API-SIA-Retrieval","Object Retrieval in Standard-Infrequent Access","","","","","","EU-Retrieval-SIA","",""
"8H2QS9E5J9XN9B9H","JRTCKXETXF","8H2QS9E5J9XN9B9H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer from EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan","EU (Frankfurt)","AWS Region","EU (Ireland)","AWS Region","EUC1-EU-AWS-In-ABytes-T2","",""
"BT8J3VNVV7DPZ52Z","JRTCKXETXF","BT8J3VNVV7DPZ52Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Mumbai)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Mumbai)","AWS Region","EU-APS3-AWS-Out-ABytes","",""
"QA6WG3M29MJYBU4X","JRTCKXETXF","QA6WG3M29MJYBU4X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per GB-Month prorated for objects deleted or overwritten before 30 days in Standard-Infrequent Access","2017-04-01","0","Inf","GB-Mo","0.0125000000","USD","Fee","AmazonS3","EU (Ireland)","AWS Region","","","","S3:EarlyDelete-SIA","Pro-rated fee for objects deleted before 30 days in Standard-Infrequent Access volume","","","","","","","","EU-EarlyDelete-SIA","",""
"SH8VDH5DJ38VWBW5","JRTCKXETXF","SH8VDH5DJ38VWBW5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","US East (Ohio)","AWS Region","EU (Ireland)","AWS Region","USE2-EU-AWS-Out-ABytes-T1","",""
"QNHSW9SZ2JR4SJB3","JRTCKXETXF","QNHSW9SZ2JR4SJB3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations within US, Europe or Japan","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-AWS-Out-ABytes-T1","",""
"QX8HRAHPWHJUW379","JRTCKXETXF","QX8HRAHPWHJUW379.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","EU (Frankfurt)","AWS Region","EU (Ireland)","AWS Region","EUC1-EU-AWS-Out-Bytes","",""
"STANFP5BZ9YCG63G","JRTCKXETXF","STANFP5BZ9YCG63G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","EU (Ireland)","AWS Region","APN1-EU-AWS-Out-Bytes","",""
"DAHUWJNGKEMNBEFD","JRTCKXETXF","DAHUWJNGKEMNBEFD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - Canada (Central) Amazon S3 accelerated data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","Canada (Central)","AWS Region","EU (Ireland)","AWS Region","CAN1-EU-AWS-Out-ABytes-T2","",""
"82ASQFB8D7VNNGSN","JRTCKXETXF","82ASQFB8D7VNNGSN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Singapore)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Inbound from close by location","EU (Ireland)","AWS Region","Asia Pacific (Singapore)","AWS Region","EU-APS1-AWS-In-ABytes","",""
"AS2KHZTBK3JXDXJY","JRTCKXETXF","AS2KHZTBK3JXDXJY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 transitions to Standard-Infrequent Access","2017-04-01","0","Inf","Requests","0.0000100000","USD","API Request","AmazonS3","EU (Ireland)","AWS Region","","","","","","S3-API-Tier4","Lifecycle Transition Requests into Standard-Infrequent Access","","","","","","EU-Requests-Tier4","",""
"6UN7C5R4W7H9HNZN","JRTCKXETXF","6UN7C5R4W7H9HNZN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Ireland) data transfer to AWS GovCloud (US)","2017-04-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","EU (Ireland)","AWS Region","AWS GovCloud (US)","AWS Region","EU-UGW1-AWS-Out-Bytes","",""
"478R99EG6T8U7QX2","JRTCKXETXF","478R99EG6T8U7QX2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000 per GB - Amazon S3 accelerated data transfer in","2017-04-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated AWS Inbound (free)","External","Other","EU (Ireland)","AWS Region","EU-DataTransfer-In-ABytes","",""
"KNACQV9CAH9G7DD2","JRTCKXETXF","KNACQV9CAH9G7DD2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per GB - AWS GovCloud (US) data transfer to EU (Ireland)","2017-04-01","0","Inf","GB","0.0300000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","InterRegion Outbound","AWS GovCloud (US)","AWS Region","EU (Ireland)","AWS Region","UGW1-EU-AWS-Out-Bytes","",""
"24C6S7XSPRMRTUNU","JRTCKXETXF","24C6S7XSPRMRTUNU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Seoul)","2017-04-01","0","Inf","GB","0.0400000000","USD","Data Transfer","AWSDataTransfer","","","","","","","","","","Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan","EU (Ireland)","AWS Region","Asia Pacific (Seoul)","AWS Region","EU-APN2-AWS-Out-ABytes-T2","",""
